age,monthly_income,employment_type,credit_score,loan_amount,loan_purpose,existing_emis,dti,loan_tenure,bank_behavior,eligible
44,198419,Salaried,825,661204,Home,30268,15.25,12,92.5,1
22,141244,Salaried,479,1088734,Education,39606,28.04,60,20.3,1
45,84518,Salaried,676,4282537,Car,13550,16.03,24,67.4,1
56,191355,Salaried,467,4529143,Personal,5702,2.98,60,37.5,1
45,96326,Salaried,513,1057992,Education,78563,81.56,240,29.6,0
38,158277,Salaried,449,1749304,Education,61745,39.01,48,17.9,1
26,135243,Salaried,315,4418110,Education,24459,18.09,180,3.1,0
41,27748,Self-Employed,390,393401,Education,56782,100,12,7.8,0
42,167169,Self-Employed,419,2935089,Personal,6032,3.61,180,2.4,1
61,149164,Self-Employed,552,2021443,Home,1825,1.22,84,41.8,1
52,68311,Salaried,359,2452910,Personal,77090,100,180,12.5,0
57,37692,Salaried,565,3196738,Personal,48101,100,84,41.5,0
32,139954,Salaried,708,294300,Car,60109,42.95,36,68.9,1
36,169934,Salaried,330,3700730,Business,12470,7.34,180,13.4,0
40,145035,Salaried,320,4395237,Business,3770,2.6,60,0.5,0
28,94507,Self-Employed,892,3613069,Car,27268,28.85,60,96.9,1
49,95152,Salaried,588,714729,Personal,29,0.03,120,47.8,1
26,19926,Salaried,842,4926335,Car,30083,100,84,87.8,1
26,18969,Self-Employed,797,1174232,Education,8958,47.22,240,80.3,0
51,50733,Salaried,773,1839695,Car,8806,17.36,120,92.5,1
53,84855,Salaried,704,2506982,Car,32162,37.9,36,68.3,1
29,56743,Salaried,847,3370938,Education,74732,100,60,88.8,1
31,145193,Salaried,431,3132745,Business,34889,24.03,240,32.9,0
59,185948,Salaried,623,2206941,Education,27702,14.9,24,62.5,1
53,122445,Salaried,431,3789941,Home,35777,29.22,12,26.8,0
49,35323,Salaried,820,1579278,Car,52971,100,180,81.8,1
38,31428,Self-Employed,329,3272353,Car,7739,24.62,180,26.7,0
52,49578,Self-Employed,600,219162,Business,24599,49.62,24,37.5,0
29,101486,Self-Employed,303,1651669,Personal,36827,36.29,180,0,0
61,79140,Self-Employed,624,4640075,Education,76821,97.07,60,57.1,0
46,122325,Salaried,808,3770257,Personal,68446,55.95,24,81.8,1
30,98829,Salaried,536,3142959,Home,23039,23.31,120,19.5,1
23,21364,Salaried,834,2737434,Education,44929,100,120,87.9,0
36,143867,Salaried,315,2523301,Home,43884,30.5,36,3.1,0
24,181421,Self-Employed,833,2949650,Home,25146,13.86,12,87.5,1
57,146763,Self-Employed,883,2807233,Home,45819,31.22,48,99.6,1
25,110598,Salaried,745,1962990,Education,31308,28.31,24,70.4,1
35,191968,Salaried,802,2939888,Education,13054,6.8,48,82.6,1
46,72062,Salaried,529,3438669,Business,79606,100,180,48.6,0
31,159933,Self-Employed,406,3762983,Car,52018,32.52,24,25.3,0
42,103302,Salaried,688,4999888,Personal,26250,25.41,12,63,1
57,78928,Self-Employed,562,4585211,Personal,14413,18.26,36,48.1,0
33,56347,Self-Employed,862,4022622,Home,77391,100,120,100,1
48,18121,Self-Employed,364,2520319,Education,38921,100,84,3.2,0
61,98793,Self-Employed,564,4886363,Education,71123,71.99,84,46.6,0
23,43164,Self-Employed,637,2149741,Home,74363,100,120,57.4,0
34,40491,Salaried,600,2534319,Car,25785,63.68,180,55.3,0
53,74222,Salaried,677,2029681,Personal,56865,76.61,36,55.3,0
52,169237,Salaried,474,57711,Business,6861,4.05,36,28.7,1
37,18748,Salaried,451,1316548,Car,76340,100,180,19.1,0
53,41553,Self-Employed,775,4565878,Education,13979,33.64,120,81.8,0
53,131547,Salaried,565,2865839,Home,66833,50.81,60,37.6,1
55,75380,Self-Employed,628,800506,Personal,357,0.47,48,50.3,1
32,59331,Salaried,462,3036189,Home,47201,79.56,84,28,0
31,135617,Salaried,737,4503293,Education,54254,40.01,240,65.3,1
36,54560,Self-Employed,642,923002,Home,10796,19.79,84,44.1,0
38,68865,Salaried,666,3569983,Personal,23238,33.74,180,69.3,0
61,192758,Salaried,764,4548178,Home,50978,26.45,12,72.2,1
39,90910,Salaried,498,3332750,Personal,40883,44.97,84,21.8,0
30,150747,Self-Employed,799,1855166,Home,69396,46.03,24,74.3,1
46,92986,Salaried,315,1303159,Home,4447,4.78,36,1.7,0
61,25068,Salaried,595,3089933,Personal,20523,81.87,84,61.8,0
35,69460,Salaried,810,4926425,Home,64079,92.25,24,83.9,1
46,115766,Self-Employed,538,245507,Car,64823,55.99,48,44.3,0
43,61418,Self-Employed,880,515718,Business,49289,80.25,84,93.6,1
51,41206,Salaried,600,1225370,Car,4849,11.77,60,51.5,0
41,143180,Salaried,305,384267,Business,24718,17.26,84,0,0
42,15287,Self-Employed,519,3630697,Car,73002,100,84,41.1,0
53,37337,Salaried,752,3021413,Business,60977,100,180,66.3,0
42,166738,Salaried,732,4901225,Home,27135,16.27,240,72.6,1
56,147233,Salaried,685,156948,Personal,30262,20.55,60,65.4,1
53,115667,Self-Employed,594,2522385,Personal,34787,30.08,84,52.2,0
51,105071,Salaried,417,1687346,Education,15689,14.93,84,8.7,0
60,113064,Salaried,704,1429912,Business,39860,35.25,84,63.5,1
33,184823,Self-Employed,893,661442,Education,50344,27.24,24,100,1
39,121511,Salaried,865,3806082,Education,67891,55.87,48,96,1
42,160830,Salaried,311,2365632,Business,51658,32.12,12,15.7,0
34,18178,Salaried,508,2663137,Personal,65869,100,12,30.4,0
42,46831,Self-Employed,464,1782266,Business,35330,75.44,12,11.4,0
29,148248,Self-Employed,593,4372818,Home,60064,40.52,120,45.1,1
61,118306,Salaried,818,2966561,Education,27014,22.83,12,65,1
28,179726,Salaried,377,4249287,Education,34563,19.23,84,18.5,0
44,172699,Salaried,733,745269,Business,15270,8.84,24,72.1,1
53,198622,Self-Employed,876,1075926,Education,31279,15.75,84,99.2,1
32,127025,Self-Employed,376,3391280,Personal,3657,2.88,84,17.1,0
43,190982,Salaried,347,3872417,Education,68773,36.01,36,16.2,0
43,105417,Salaried,381,4412110,Business,1027,0.97,180,0,1
46,181494,Self-Employed,508,2876866,Personal,14199,7.82,48,18.3,1
43,26984,Salaried,744,3434754,Personal,44954,100,120,68,0
49,104312,Salaried,895,691800,Education,79317,76.04,48,96.7,1
50,98291,Salaried,821,116786,Business,15120,15.38,12,88.4,1
34,22135,Salaried,328,2414054,Education,56812,100,84,5.7,0
39,15320,Salaried,603,1463387,Home,5983,39.05,60,51.9,0
23,167756,Self-Employed,764,4326977,Home,66629,39.72,240,64.8,1
50,103774,Salaried,801,2300056,Personal,70325,67.77,240,77.1,1
42,167961,Salaried,745,2406263,Education,2912,1.73,180,71.6,1
36,113071,Salaried,789,4883461,Home,47879,42.34,120,80.3,1
48,194971,Salaried,727,3639609,Car,21873,11.22,24,67.2,1
52,156842,Salaried,858,1343520,Home,14332,9.14,180,95,1
36,185393,Salaried,658,2582230,Education,16564,8.93,36,50.5,1
44,124863,Self-Employed,390,4526176,Education,77795,62.3,84,11.1,0
45,56777,Salaried,352,4085702,Home,20526,36.15,120,12.7,0
34,61250,Salaried,888,4075725,Education,65481,100,84,99.6,1
43,88034,Salaried,503,483073,Education,52775,59.95,60,30.8,0
58,119940,Salaried,855,1519975,Car,16006,13.35,48,89.7,1
54,55130,Self-Employed,455,531537,Personal,21643,39.26,24,22,0
24,195418,Salaried,301,3979570,Education,63128,32.3,240,0,0
40,148609,Self-Employed,656,4893611,Business,42523,28.61,120,55.3,1
44,30216,Salaried,868,2136866,Personal,70220,100,120,91.8,1
50,99149,Self-Employed,357,4639684,Personal,73390,74.02,48,11.9,0
51,18009,Salaried,553,3579161,Business,52784,100,60,44.4,0
60,104904,Self-Employed,479,2633092,Home,59701,56.91,84,19.3,0
46,175399,Salaried,792,1867389,Car,17946,10.23,24,96.3,1
58,160281,Salaried,334,1625685,Education,13127,8.19,48,1.3,0
29,194515,Self-Employed,374,4561538,Home,29404,15.12,48,16.1,0
37,30029,Self-Employed,588,1514308,Business,17401,57.95,48,39.4,0
29,117171,Salaried,670,2026553,Car,15428,13.17,120,73.4,1
22,129456,Salaried,886,1272178,Car,64372,49.73,120,100,1
26,77559,Salaried,628,4238084,Car,11971,15.43,120,57.7,0
24,79892,Self-Employed,889,4190946,Business,16565,20.73,120,96.7,1
22,85409,Salaried,603,273626,Home,6829,8,24,35.8,1
25,154707,Salaried,878,2383731,Education,76023,49.14,60,100,1
61,48065,Self-Employed,520,4182313,Car,35435,73.72,24,43.5,0
56,135544,Self-Employed,463,2541231,Car,38941,28.73,60,24.6,0
53,122340,Salaried,779,2687588,Home,42459,34.71,84,83.7,1
55,48783,Self-Employed,754,1153035,Car,47976,98.35,36,65.2,0
46,49152,Self-Employed,674,4066384,Car,79199,100,84,47.1,0
31,73741,Salaried,519,1615831,Business,9176,12.44,60,36.6,1
42,122049,Salaried,553,4336258,Personal,51516,42.21,48,35.8,1
60,197574,Self-Employed,487,994545,Home,15072,7.63,240,27.3,1
48,44092,Salaried,490,4857971,Home,71052,100,180,31.2,0
48,163725,Self-Employed,688,333197,Home,19689,12.03,120,55.2,1
23,186541,Salaried,514,932816,Business,18599,9.97,12,35,1
34,101483,Salaried,674,546626,Business,35388,34.87,240,53.5,1
30,136585,Self-Employed,385,3364004,Education,50603,37.05,240,22.3,0
57,74754,Salaried,773,1796176,Business,74736,99.98,84,78,0
43,176050,Salaried,830,4476719,Home,25789,14.65,120,92.6,1
47,102592,Self-Employed,346,504318,Education,77432,75.48,36,0,0
33,109543,Self-Employed,364,3335091,Personal,52282,47.73,60,15.4,0
38,58169,Salaried,774,328429,Car,33464,57.53,120,91,0
35,194359,Salaried,445,4568037,Car,67806,34.89,12,25.1,0
35,69745,Self-Employed,681,675329,Education,41994,60.21,12,67.7,0
55,125168,Self-Employed,365,1973884,Personal,25594,20.45,60,8.9,0
41,128985,Salaried,816,1677255,Car,52563,40.75,240,89,1
32,20543,Self-Employed,392,4245911,Education,28386,100,120,28.1,0
37,36067,Self-Employed,725,3198681,Business,66652,100,12,88.8,0
52,66033,Salaried,767,1044426,Home,17540,26.56,60,80.4,1
27,60256,Self-Employed,393,2995267,Personal,33756,56.02,180,7.3,0
40,168263,Salaried,432,3921306,Car,43426,25.81,180,27,1
58,101803,Salaried,733,3177813,Home,5587,5.49,24,62.3,1
25,133843,Self-Employed,640,961974,Education,49039,36.64,120,51.7,1
25,43992,Self-Employed,613,1711393,Car,10269,23.34,60,48.1,0
41,63803,Self-Employed,890,4958394,Home,6088,9.54,240,100,1
31,124975,Salaried,511,3456820,Business,42044,33.64,36,46.6,1
45,159282,Salaried,819,2498466,Personal,27081,17,12,96.3,1
56,41270,Salaried,458,1518084,Education,61388,100,48,32.9,0
47,151269,Salaried,567,2716551,Car,10543,6.97,120,37.2,1
58,22452,Salaried,773,3140109,Business,3005,13.38,12,80.7,1
59,56486,Salaried,709,518897,Personal,37203,65.86,24,82.9,1
42,29859,Salaried,773,3422053,Personal,16220,54.32,60,82.4,0
61,173308,Self-Employed,655,4545939,Business,32696,18.87,240,67.4,1
60,177971,Salaried,492,3212633,Car,79683,44.77,12,19.1,1
42,47083,Salaried,570,1223767,Personal,46381,98.51,48,50.8,0
31,82708,Salaried,413,3353034,Education,47984,58.02,36,10.4,0
59,126462,Salaried,822,116538,Home,76,0.06,60,85.2,1
25,162735,Salaried,354,4932237,Education,18946,11.64,60,20.4,0
41,108076,Salaried,364,1978347,Personal,23471,21.72,24,13.4,0
38,34053,Self-Employed,571,2409177,Home,61531,100,60,51.7,0
28,157157,Salaried,801,4439696,Business,38738,24.65,240,82,1
25,176636,Self-Employed,661,1227569,Home,40720,23.05,60,44.8,1
50,104745,Self-Employed,445,2944914,Home,24440,23.33,24,16.7,0
35,84517,Self-Employed,508,4391387,Home,11862,14.04,120,40.1,0
24,167225,Salaried,585,1182113,Personal,68273,40.83,84,50.2,1
45,151319,Self-Employed,309,4829577,Car,21788,14.4,120,14.8,0
58,156625,Salaried,485,481508,Personal,25522,16.29,180,31.8,1
37,166883,Salaried,873,4890896,Car,70185,42.06,60,88.4,1
25,152207,Self-Employed,896,186322,Business,69404,45.6,24,99.1,1
45,151645,Salaried,763,308116,Business,52289,34.48,120,85.1,1
55,94267,Salaried,433,4005449,Business,7824,8.3,120,8.1,0
51,153261,Salaried,470,2180239,Business,7799,5.09,180,31.1,1
39,95077,Salaried,512,2183520,Business,45147,47.48,120,25.2,0
40,189718,Salaried,829,1743512,Education,8614,4.54,120,89.5,1
52,91623,Salaried,801,3286421,Personal,25147,27.45,240,89.3,1
40,146004,Self-Employed,871,4827492,Car,76637,52.49,180,99.6,1
40,68687,Self-Employed,899,2847678,Business,20914,30.45,24,100,1
43,83312,Self-Employed,326,2303557,Education,63699,76.46,24,6.3,0
45,122615,Salaried,367,1918058,Education,9615,7.84,120,15.3,1
33,145976,Self-Employed,707,1720663,Education,50785,34.79,36,72.2,1
51,42564,Self-Employed,851,4644641,Personal,57811,100,12,84.1,0
59,43835,Self-Employed,408,2817189,Business,79017,100,240,17,0
52,22697,Salaried,373,3020993,Education,46898,100,36,0,0
57,95165,Salaried,877,1606610,Education,55505,58.33,12,99.2,1
40,163118,Salaried,561,1886301,Business,76031,46.61,84,21.5,1
57,72823,Salaried,667,3087099,Personal,146,0.2,48,68,1
51,199442,Salaried,536,1597053,Education,40275,20.19,12,52.6,1
54,24615,Self-Employed,665,361356,Car,15977,64.91,48,64.8,0
39,151132,Salaried,585,3148787,Home,41565,27.5,180,52.7,1
49,145499,Salaried,677,3271004,Home,33945,23.33,120,72.5,1
32,91436,Salaried,675,2908968,Home,2594,2.84,12,59,1
54,135562,Salaried,375,4194101,Personal,76610,56.51,240,2.3,0
38,86117,Salaried,308,3619073,Education,57655,66.95,84,0.6,0
27,49782,Self-Employed,495,4086454,Home,27431,55.1,24,26.4,0
25,93533,Salaried,589,2244999,Home,27571,29.48,36,48.8,1
41,87684,Self-Employed,360,827725,Business,65971,75.24,120,12,0
48,94558,Salaried,688,1393961,Education,61797,65.35,36,60.8,1
36,96422,Salaried,862,3554043,Education,43937,45.57,36,88,1
27,171328,Salaried,863,3865922,Business,59643,34.81,60,76.6,1
35,176077,Self-Employed,307,309966,Education,60051,34.1,36,0,0
32,21638,Salaried,668,1781126,Car,67902,100,36,57.8,0
60,52419,Self-Employed,344,4317136,Personal,77903,100,60,4.4,0
30,48377,Salaried,643,1382103,Business,76990,100,60,63,0
47,121244,Self-Employed,674,3962062,Home,75204,62.03,240,78.1,0
37,189188,Self-Employed,326,2533587,Education,68951,36.45,12,1.5,0
26,182706,Salaried,492,4137892,Car,75768,41.47,12,35.1,1
31,38382,Self-Employed,656,4231717,Car,29039,75.66,240,61.4,0
24,168466,Salaried,361,1474820,Personal,25568,15.18,60,19.2,1
34,82789,Self-Employed,361,1838976,Car,37459,45.25,48,2.9,0
51,125634,Salaried,721,3614610,Education,7669,6.1,24,62.6,1
27,146936,Salaried,850,2080934,Education,35516,24.17,240,85.1,1
38,114572,Self-Employed,679,3324272,Car,62484,54.54,84,45,1
40,186294,Self-Employed,576,2068422,Education,68197,36.61,240,45.6,1
56,159738,Salaried,730,2184707,Education,23333,14.61,60,63.2,1
47,138664,Self-Employed,414,1809144,Home,55611,40.1,48,21,0
26,167027,Salaried,420,868838,Business,47941,28.7,120,0.9,0
50,125674,Salaried,824,4231497,Education,38875,30.93,60,86.9,1
58,118533,Self-Employed,715,2889173,Education,12698,10.71,180,67.1,1
41,96845,Salaried,462,2608485,Personal,61826,63.84,180,22.6,0
42,84590,Salaried,636,3932224,Business,31408,37.13,24,64,0
31,142775,Self-Employed,678,2439580,Business,78845,55.22,60,56.6,0
26,81471,Salaried,623,2822683,Business,15133,18.57,180,56.3,1
57,58298,Self-Employed,472,1975635,Car,73746,100,36,23.6,0
27,63924,Salaried,363,2030413,Home,36126,56.51,120,23.8,0
47,162781,Salaried,400,4668055,Home,33043,20.3,36,15.6,0
25,24726,Salaried,621,4333327,Personal,4078,16.49,84,58.9,1
60,55542,Salaried,365,4409076,Business,53906,97.05,24,15.7,0
60,166317,Self-Employed,856,1140092,Business,11137,6.7,84,100,1
56,49753,Salaried,898,3154490,Education,29350,58.99,84,100,1
22,94788,Salaried,757,4499927,Car,4698,4.96,180,65.6,1
45,36316,Self-Employed,878,2686455,Car,33132,91.23,60,99.9,0
57,99698,Salaried,752,1851220,Personal,10165,10.2,12,77.6,1
27,30960,Self-Employed,558,4205035,Home,794,2.56,180,18.7,0
52,45791,Salaried,725,3610180,Business,13646,29.8,240,57.5,1
41,40216,Self-Employed,477,4573088,Personal,5870,14.6,12,35.1,0
45,178539,Salaried,579,3803206,Car,30736,17.22,60,57.9,1
46,79427,Self-Employed,643,2141862,Car,58084,73.13,84,56.5,0
57,127470,Self-Employed,316,1013208,Car,16211,12.72,48,9.1,0
42,88290,Salaried,595,1185583,Business,59538,67.43,24,50,0
51,62014,Salaried,501,3876994,Business,7377,11.9,60,33.8,0
45,150150,Self-Employed,493,792003,Business,8861,5.9,48,31,1
51,65519,Salaried,448,4754262,Education,17821,27.2,120,25.3,0
43,19042,Salaried,674,1107721,Home,78488,100,84,65.4,0
49,64052,Salaried,334,68226,Car,74583,100,36,2.5,0
28,29389,Self-Employed,668,3460674,Car,26953,91.71,240,71.3,0
56,110961,Salaried,328,2695559,Education,36801,33.17,48,0,0
49,83111,Salaried,520,1162136,Car,18277,21.99,60,50.3,1
35,120058,Salaried,352,3441469,Car,22628,18.85,36,6.9,0
31,108715,Self-Employed,652,3943809,Business,27802,25.57,180,58.3,1
37,65733,Self-Employed,691,4629449,Business,63497,96.6,120,60.1,0
37,49754,Self-Employed,375,3651070,Home,69814,100,120,15.8,0
52,164696,Salaried,793,645929,Car,53702,32.61,180,79.2,1
46,100886,Self-Employed,821,101712,Personal,28677,28.43,120,83,1
34,172753,Salaried,416,4689709,Car,7500,4.34,36,24.2,1
27,104524,Salaried,579,1025288,Car,4015,3.84,36,55.8,1
30,96006,Salaried,474,3850101,Home,58812,61.26,24,20.7,0
57,39704,Salaried,594,4574733,Personal,7826,19.71,12,55.6,0
41,109913,Self-Employed,750,4359582,Car,9201,8.37,60,85,1
39,109108,Salaried,817,4753576,Personal,29048,26.62,48,72,1
42,22493,Self-Employed,320,2312353,Business,19941,88.65,24,0,0
25,84639,Self-Employed,372,2958096,Business,58418,69.02,12,21.8,0
54,69383,Self-Employed,335,3822093,Personal,65689,94.68,36,8.8,0
48,149066,Salaried,806,784391,Car,41541,27.87,84,98,1
28,62234,Salaried,532,1362784,Personal,49939,80.24,24,37.2,0
27,193363,Self-Employed,796,4864206,Personal,70422,36.42,120,78.5,1
36,143674,Salaried,505,3378367,Business,23950,16.67,120,45.1,1
39,20594,Salaried,725,1431872,Personal,67803,100,36,64.1,0
53,22371,Salaried,343,4973175,Education,20642,92.27,12,5.2,0
32,62315,Salaried,390,2633896,Education,66506,100,240,19.5,0
41,142251,Self-Employed,769,371064,Business,41607,29.25,60,83.4,1
45,94526,Salaried,766,4652844,Car,31288,33.1,24,71.3,1
36,162698,Salaried,753,2735400,Car,14450,8.88,180,77.6,1
28,101005,Salaried,894,172994,Business,5618,5.56,48,96.7,1
42,120573,Salaried,632,1393348,Car,34263,28.42,120,41.9,1
47,153202,Salaried,806,4974760,Home,67583,44.11,60,80.6,1
35,152900,Salaried,769,1932460,Education,74900,48.99,36,65.1,1
58,72514,Salaried,320,1447581,Home,28794,39.71,180,0,0
42,198736,Salaried,527,77949,Home,13091,6.59,24,28.2,1
39,163955,Salaried,675,1301260,Home,68422,41.73,12,68.7,1
26,189131,Salaried,429,2482833,Business,15161,8.02,60,23.9,1
24,189004,Salaried,713,428147,Home,4158,2.2,48,81.1,1
44,90986,Salaried,370,1880662,Personal,27663,30.4,120,4.3,0
47,100959,Self-Employed,703,1074483,Car,6733,6.67,240,68.2,1
58,17035,Salaried,861,624989,Business,32001,100,84,84.7,0
45,124767,Salaried,696,886943,Personal,39128,31.36,12,60.9,1
40,186817,Salaried,636,2558648,Personal,49630,26.57,180,52.8,1
46,32241,Self-Employed,804,3235155,Education,9329,28.94,24,99.8,1
42,67975,Salaried,575,4341484,Education,53105,78.12,48,48.7,0
33,169226,Self-Employed,312,677838,Personal,63436,37.49,36,1,0
54,171697,Salaried,302,4120199,Education,69579,40.52,84,9,0
25,191022,Self-Employed,523,1176528,Car,14242,7.46,24,42.6,1
28,71396,Self-Employed,474,4310350,Car,27133,38,60,28.6,0
43,133920,Salaried,684,1920208,Education,24740,18.47,240,69.4,1
54,159403,Salaried,540,2762510,Home,30976,19.43,36,37.6,1
38,101226,Salaried,846,884754,Personal,40067,39.58,24,100,1
45,99719,Salaried,313,3265974,Car,11231,11.26,24,11.9,0
55,78014,Salaried,494,2687023,Education,66105,84.73,240,29.1,0
49,54346,Salaried,696,1443440,Education,3328,6.12,84,72.1,1
60,85411,Salaried,730,498431,Car,25261,29.58,24,76.1,1
43,158326,Salaried,605,1778789,Car,25262,15.96,36,53.1,1
38,174693,Salaried,633,449325,Home,3280,1.88,12,59.6,1
55,91441,Salaried,709,2469053,Education,31742,34.71,24,61.7,1
27,61121,Salaried,302,1361958,Education,3590,5.87,24,0,0
27,75197,Self-Employed,851,2792710,Business,50226,66.79,24,100,0
55,99577,Salaried,751,65064,Home,13570,13.63,120,76.8,1
22,109634,Self-Employed,794,3856708,Car,9533,8.7,36,76.7,1
31,188503,Salaried,716,709830,Car,13366,7.09,48,68.2,1
42,115211,Salaried,690,989507,Personal,76368,66.29,24,60.7,1
26,150909,Salaried,672,1437979,Car,28325,18.77,60,69.2,1
23,195066,Salaried,351,686480,Education,34798,17.84,240,4,1
43,158687,Self-Employed,675,1457296,Car,39453,24.86,240,62.9,1
23,16466,Self-Employed,694,2776921,Education,22849,100,120,60.4,0
31,45771,Salaried,441,1261694,Education,55943,100,180,41.2,0
55,98886,Self-Employed,385,520471,Home,6157,6.23,60,19.2,0
37,80911,Salaried,763,936357,Car,30178,37.3,60,81.9,1
60,166818,Self-Employed,345,1421028,Home,29030,17.4,36,13.1,1
43,103422,Self-Employed,537,506435,Education,51134,49.44,84,36.3,0
33,88369,Salaried,309,588359,Car,65729,74.38,12,13.7,0
45,16893,Salaried,872,2519536,Car,8164,48.33,36,94.8,1
61,45573,Salaried,829,4770710,Home,1119,2.46,24,100,1
59,111907,Self-Employed,897,3258136,Home,13351,11.93,120,96.9,1
31,186946,Salaried,477,2166310,Education,56063,29.99,240,35.2,0
56,114956,Self-Employed,305,4952785,Education,72076,62.7,48,2.2,0
53,133580,Self-Employed,606,594162,Car,45162,33.81,120,53.1,0
28,179439,Salaried,847,4483443,Car,31760,17.7,180,77.8,1
42,167271,Salaried,626,3518454,Business,49678,29.7,24,46.5,1
41,106404,Self-Employed,655,4366907,Business,47628,44.76,120,71.2,0
47,72724,Salaried,694,1032207,Personal,40739,56.02,36,55.4,0
25,101133,Self-Employed,599,1513497,Education,29738,29.4,180,57,0
43,182477,Salaried,825,3789397,Personal,46921,25.71,84,100,1
36,30989,Salaried,584,4742125,Personal,61068,100,36,51.8,0
61,43931,Salaried,629,3371453,Home,23581,53.68,180,71.8,0
42,24290,Self-Employed,349,828873,Home,21485,88.45,36,13.7,0
36,184439,Salaried,677,516548,Business,36294,19.68,240,64.9,1
43,136136,Self-Employed,899,2482095,Personal,53001,38.93,36,100,1
49,94878,Salaried,837,4568633,Business,1634,1.72,12,88.1,1
35,105477,Self-Employed,443,3667257,Education,43969,41.69,24,22.2,0
48,141299,Salaried,359,2450834,Car,93,0.07,48,5.6,0
61,176205,Salaried,374,2646057,Home,28370,16.1,24,15.7,1
49,120686,Self-Employed,302,3407198,Education,19750,16.36,48,17.9,0
47,173124,Salaried,874,3630176,Education,16472,9.51,48,100,1
23,122286,Salaried,747,170026,Home,18934,15.48,48,76.1,1
46,55475,Salaried,574,496295,Home,43774,78.91,12,50.6,0
24,97666,Self-Employed,829,2827540,Personal,39125,40.06,240,87.5,1
29,111622,Self-Employed,891,3762151,Business,66981,60.01,120,100,1
54,150705,Salaried,514,4930730,Education,39103,25.95,24,22.6,0
56,163376,Salaried,784,4998381,Personal,60085,36.78,36,96.1,1
27,122573,Self-Employed,628,3279198,Personal,56543,46.13,180,50.3,0
60,61546,Salaried,554,2915530,Education,16938,27.52,120,39.3,1
44,22008,Self-Employed,686,1144526,Education,77492,100,48,54.6,0
46,63291,Salaried,425,3906811,Car,51586,81.51,48,22.1,0
40,173477,Self-Employed,883,2425521,Business,58024,33.45,240,91.7,1
26,51386,Self-Employed,849,543466,Education,39687,77.23,60,100,1
32,105909,Self-Employed,623,4324015,Home,71129,67.16,60,59.2,0
33,166899,Self-Employed,503,2288275,Car,26207,15.7,120,28.3,1
31,48040,Salaried,471,3975300,Business,49354,100,12,21.5,0
29,75354,Salaried,516,3880278,Home,37310,49.51,36,30.9,0
45,93543,Salaried,544,283597,Home,48960,52.34,24,33.1,0
49,33157,Salaried,635,2695348,Business,61262,100,84,53.6,0
57,50315,Salaried,597,4611295,Car,13403,26.64,84,42.8,0
58,50932,Self-Employed,481,3054494,Home,13065,25.65,12,39.5,0
42,167236,Salaried,633,2925780,Personal,26801,16.03,84,51.5,1
29,160486,Salaried,810,4163942,Business,29230,18.21,24,89.6,1
30,160399,Salaried,682,2947596,Business,72706,45.33,48,68.3,1
36,128880,Self-Employed,498,2164564,Education,29968,23.25,84,18.2,0
61,147018,Salaried,631,3160806,Car,42517,28.92,36,60.9,1
39,29693,Salaried,464,317800,Personal,53239,100,36,13.7,0
41,42241,Self-Employed,541,2625326,Personal,32655,77.31,36,33.5,0
27,130194,Salaried,526,1507556,Education,62771,48.21,48,43,0
33,110790,Salaried,855,1717349,Home,45984,41.51,240,93.5,1
23,161612,Salaried,750,3639974,Home,11049,6.84,48,72.3,1
28,87255,Self-Employed,495,4394899,Personal,72321,82.88,48,18.2,0
37,187275,Salaried,503,4817039,Car,64813,34.61,48,41.6,1
24,171153,Self-Employed,757,2196909,Home,4655,2.72,120,79.6,1
24,26350,Salaried,556,834402,Business,72454,100,60,35.8,0
48,71809,Self-Employed,828,1489485,Education,68972,96.05,24,80.3,1
61,116894,Salaried,571,1038892,Car,21432,18.33,120,53.4,1
59,112557,Salaried,308,428976,Home,65896,58.54,36,3.7,0
54,188904,Salaried,500,2197680,Personal,70135,37.13,12,22.5,1
49,174441,Salaried,358,3494102,Education,42936,24.61,240,3.8,0
22,46728,Salaried,692,4292546,Home,13750,29.43,60,81,0
29,32576,Self-Employed,418,509099,Personal,27987,85.91,12,27.7,0
58,175073,Salaried,852,3310416,Home,26165,14.95,12,92,1
53,98384,Self-Employed,698,3687310,Education,50541,51.37,12,66.5,0
58,15390,Self-Employed,630,2673223,Business,24346,100,240,37.6,0
25,60436,Salaried,566,2175542,Business,3514,5.81,180,54.8,1
51,26569,Self-Employed,819,1170678,Personal,24838,93.48,84,82.9,0
27,159101,Salaried,779,3475298,Business,27559,17.32,84,73.4,1
40,37490,Salaried,433,2729628,Education,59207,100,84,28.2,0
53,60875,Self-Employed,654,1717095,Personal,16385,26.92,48,54,0
30,20867,Self-Employed,883,753446,Home,18317,87.78,60,82.6,0
33,95820,Salaried,797,281360,Car,393,0.41,36,86.1,1
32,114515,Salaried,406,919946,Home,24881,21.73,36,5.5,0
37,24121,Salaried,589,2890689,Education,27955,100,120,47.7,0
22,16539,Self-Employed,446,4130570,Personal,58308,100,60,26.9,0
42,163099,Salaried,626,3854379,Home,58014,35.57,180,52.1,1
51,142402,Salaried,714,4354395,Personal,65430,45.95,60,66.8,1
34,89229,Salaried,509,3032856,Business,72031,80.73,48,47.2,0
55,154993,Salaried,595,623681,Car,59596,38.45,36,61.7,1
25,65435,Salaried,697,1168346,Education,1713,2.62,24,58.8,1
